GeoRegion,id,Operators,Domicile,Country,EconRegion,Growth_1Yr,Growth_2Yrs,Growth_3Yrs,Growth_4Yrs,Growth_5Yrs,Growth_10Yrs,entrytime,Admin,Demographics,Economic,Financial,Geographic,Global_Connected,Knowledge,Political,Brand_Val,Enterprise_Val,BV_div_EV,Brand_Rat_3cat,Nos_Countries,Large_Govt_Share,Major_Share,Operato_Age,Multinational,Nos_Empl,HHI,Pop_mill,GDPcap,HDI,PopDen,Urbanization,GINI_Index,Econ_Glob,Social_Glob,Political_Glob,Overall_Glob,GII_Input,GII_Output,GII_Overall,PR,CL,Ethnic_Frac,Linguistic_Frac,Religious_Frac,Power_Distance,Individualism,Masculinity,UA,Longtrem,Indulgence_Restraint,G3,opertype
1,21,MTN,South Africa,Iran,2,.,.,.,.,.,.,14.26,7.218,8.543,0.211,7.24,7.4516,1.502,0.025,23.6635,4.69,30.23,0.16,2,21,0,17.23,24,0,34.543,10,66.384,8.05,0.666,40.603,64.042,44,24.94,24.57,47.14,30.92,33.24,19.04,26.14,6,6,0.668,0.746,0.115,58,41,43,59,14,40,1,0
5,21,MTN,South Africa,South Sudan,4,1.05,0.85,0.76,0.72,.,.,10.25,.,7.614,.,.,.,.,.,.,4.69,30.23,0.16,2,21,0,17.23,24,0,34.543,10,6.789,1.26,0.429,10.968,16.504,46.3,38.05,22.08,59.68,39.29,28.31,6.98,17.65,7,7,0.645,0.484,0.567,.,.,.,.,.,.,1,0
5,21,MTN,South Africa,South Africa,2,1.3,1.07,0.84,0.72,0.68,0.45,4.75,0,0,0,0,0,0,0,0,4.69,30.23,0.16,2,21,0,17.23,24,0,34.543,5.236,45.18,8.44,0.629,37.01,56.891,64.79,64.88,44.77,83.53,62.6,46.37,24.07,35.22,2,2,0.752,0.865,0.86,49,65,63,49,.,.,1,0
5,21,MTN,South Africa,Cameroon,3,.,.,.,.,.,.,14.5,41.958,9.197,0.155,.,.,0.463,.,.,4.69,30.23,0.16,2,21,0,17.23,24,0,34.543,5.533,16.139,2.45,0.437,32.312,45.542,42.2,31.05,24.6,63.77,37.69,30.59,24.46,27.52,6,6,0.875,0.687,0.664,.,.,.,.,.,.,1,0
5,21,MTN,South Africa,Swaziland,3,0.91,0.76,0.68,.,.,.,11.25,0.804,8.516,6.438,7.892,0.7894,2.688,0.039,17.8545,4.69,30.23,0.16,2,21,0,17.23,24,0,34.543,10,1.069,6.59,0.506,61.713,22.686,53,57.22,42.2,35.3,45.63,36.93,18.11,27.52,7,5,0.058,0.172,0.444,.,.,.,.,.,.,1,0
1,21,MTN,South Africa,Syria,3,0.98,0.84,0.76,0.68,0.63,.,8.25,7.168,20.349,0.234,.,7.2753,1.588,0.041,31,4.69,30.23,0.16,2,21,0,17.23,24,0,34.543,5.002,16.536,2.45,0.589,89.296,51.947,35.8,41.16,28.45,50.72,39.1,39.75,26.14,32.94,7,7,0.54,0.182,0.431,80,38,53,68,.,.,1,0
1,21,MTN,South Africa,Cyprus,1,0.95,0.75,0.65,0.59,0.54,0.36,4.5,1.698,10.065,2.618,21.985,7.1875,5.75,0.006,16.3566,4.69,30.23,0.16,2,21,0,17.23,24,0,34.543,5.305,0.952,5.19,0.8,102.087,68.648,31.1,88.07,77.35,59.05,76.11,52.38,40.52,46.45,1,1,0.094,0.396,0.396,.,.,.,.,52,69.87,1,0
5,21,MTN,South Africa,Rwanda,4,.,.,.,.,.,.,5.05,20.445,17.951,0.291,.,3.0725,2.018,.,18.2203,4.69,30.23,0.16,2,21,0,17.23,24,0,34.543,6.305,10.683,1.14,0.454,404.436,22.988,51.34,31.31,24.02,67.15,38.5,34.73,17,25.86,6,6,0.324,0,0.507,.,.,.,.,18.39,37.28,0,0
1,21,MTN,South Africa,Iran,2,1.61,1.03,0.72,0.61,0.77,.,0.29,7.218,15.514,.,17.129,7.4516,.,0.026,.,4.69,30.23,0.16,2,21,0,17.23,24,0,34.543,4.959,74.003,10.41,0.735,45.242,70.045,42,26.86,34.13,67.14,40.65,33.24,19.04,26.14,6,6,0.668,0.746,0.115,58,41,43,59,14,40,0,0
5,21,MTN,South Africa,Cameroon,3,.,.,.,.,.,.,6.05,41.958,10.882,2.222,.,4.1032,0.169,0.039,28.6,4.69,30.23,0.16,2,21,0,17.23,24,0,34.543,5.232,20.364,2.6,0.48,41.109,50.928,42.8,40.51,25.92,70.5,43.39,30.59,24.46,27.52,6,6,0.875,0.687,0.664,.,.,.,.,.,.,0,0
5,21,MTN,South Africa,Cameroon,3,.,.,.,.,.,.,6.05,41.958,10.882,2.222,.,4.1032,0.169,0.039,28.6,4.69,30.23,0.16,2,21,0,17.23,24,0,34.543,5.232,20.364,2.6,0.48,41.109,50.928,42.8,40.51,25.92,70.5,43.39,30.59,24.46,27.52,6,6,0.875,0.687,0.664,.,.,.,.,.,.,0,0
1,21,MTN,South Africa,Cyprus,1,.,.,.,.,.,.,5.3,2.326,15.369,2.648,44.43,7.1875,4.888,0.286,17.1761,4.69,30.23,0.16,2,21,0,17.23,24,0,34.543,4.023,1.097,5.59,0.853,118.839,67.695,32.1,88.62,92.06,78.61,87.13,52.38,40.52,46.45,1,1,0.094,0.396,0.396,.,.,.,.,52,69.87,0,0
5,21,MTN,South Africa,Uganda,4,1.42,1.15,.,.,.,.,3.55,2.765,24.5,0.561,16.495,3.4469,0.511,0.044,17.9282,4.69,30.23,0.16,2,21,0,17.23,24,0,34.543,2.909,33.426,1.17,0.473,164.015,14.189,44.2,48.66,22.76,71.86,45.49,29.86,22.87,26.37,5,4,0.93,0.923,0.633,64,27,41,52,23.68,52.46,0,0
5,21,MTN,South Africa,South Africa,2,1.46,1.19,.,.,.,.,3.3,0,0,0,0,0,0,0,0,4.69,30.23,0.16,2,21,0,17.23,24,0,34.543,4.145,51.171,10.48,0.63,41.428,61.687,63.01,65.17,46.41,85.66,63.89,46.37,24.07,35.22,2,2,0.752,0.865,0.86,49,65,63,49,.,.,0,0
1,22,MTS,Russia,India,3,1.5,0.97,0.5,0.43,0.4,.,9.25,13.883,5.61,2.113,0.099,4.812,6.163,0.248,20.899,2.87,18.05,0.16,2,6,0,58.6,25,0,36.136,1.706,1050.881,2.69,0.494,354.182,27.667,35.15,42.23,29.66,90.67,50.94,36.47,32.56,34.52,2,3,0.418,0.807,0.326,77,48,56,40,50.88,26.12,1,0
2,22,MTS,Russia,Russian Federation,2,1.02,0.68,0.56,0.48,0.42,.,8.25,0,0,0,0,0,0,0,0,2.87,18.05,0.16,2,6,0,58.6,25,0,36.136,2.03,146.467,8.31,0.72,8.949,73.35,41.54,52.21,69.35,91.71,69.43,40.79,30.91,35.85,6,5,0.245,0.249,0.44,93,39,36,95,81.36,19.87,1,0
1,22,MTS,Russia,Uzbekistan,3,0.91,0.71,.,.,.,.,8.5,11.782,11.453,1.105,.,3.2439,.,0.252,31,2.87,18.05,0.16,2,6,0,58.6,25,0,36.136,2.577,24.964,1.48,0.594,57.946,37.429,35,40.69,38.2,44.04,40.69,33.23,14.65,23.94,7,7,0.413,0.412,0.213,.,.,.,.,.,.,1,0
4,22,MTS,Russia,Canada,1,0.92,0.85,0.8,0.82,0.75,.,6.25,7.036,8.271,7.084,3.812,6.6168,22.466,6.011,31,2.87,18.05,0.16,2,6,0,58.6,25,0,36.136,2.341,30.842,31.47,0.867,3.384,79.478,31.7,78.76,90.72,93.21,87.16,64.41,48.26,56.33,1,1,0.712,0.577,0.696,39,80,52,48,36.02,68.3,1,0
2,22,MTS,Russia,Belarus,2,0.75,0.61,0.51,0.45,0.39,.,9.75,2.656,0.932,13.622,1.908,5.6027,12.966,2.986,17.5993,2.87,18.05,0.16,2,6,0,58.6,25,0,36.136,10,9.951,12.19,0.681,49.199,69.973,28.3,39.33,58.11,38.71,46.09,37.72,28.13,32.93,7,6,0.322,0.467,0.612,.,.,.,.,80.86,14.96,1,0
2,22,MTS,Russia,Russian Federation,2,1.47,1.13,.,.,.,.,2.8,0,0,0,0,0,0,0,0,2.87,18.05,0.16,2,6,0,58.6,25,0,36.136,2.324,143.654,13.41,0.773,8.719,73.642,39.69,51.67,68.89,92.73,69.35,40.79,30.91,35.85,6,5,0.245,0.249,0.44,93,39,36,95,81.36,19.87,0,0
1,22,MTS,Russia,Uzbekistan,3,.,.,.,.,.,.,1.29,11.782,6.386,4.832,.,3.2439,.,0.164,28.6,2.87,18.05,0.16,2,6,0,58.6,25,0,36.136,3.561,27.581,2.08,0.657,65.274,36.235,35,40.69,38.2,44.04,40.69,33.23,14.65,23.94,7,7,0.413,0.412,0.213,.,.,.,.,.,.,0,0
4,22,MTS,Russia,Canada,1,0.92,.,.,.,.,.,4.05,7.036,6.099,4.358,.,6.6168,4.74,7.591,28.6,2.87,18.05,0.16,2,6,0,58.6,25,0,36.136,3.043,33.939,36.17,0.898,3.698,80.758,32,77.18,90.21,93.13,86.39,64.41,48.26,56.33,1,1,0.712,0.577,0.696,39,80,52,48,36.02,68.3,0,0
2,22,MTS,Russia,Belarus,2,.,.,.,.,.,.,6.05,10.359,0.256,3.158,.,4.2655,3.473,0.065,28.6,2.87,18.05,0.16,2,6,0,58.6,25,0,36.136,3.906,9.508,22.59,0.78,46.873,74.172,27.7,43.82,60.56,46.36,50.7,37.72,28.13,32.93,7,6,0.322,0.467,0.612,.,.,.,.,80.86,14.96,0,0
2,23,O2,Spain,United Kingdom,1,1.46,1.1,0.92,0.78,0.67,0.34,4.5,6.089,1.117,0.716,1.911,1.5658,5.365,3.159,13.9438,6.12,203.35,0.03,2,5,0,30,35,1,257.426,2.529,59.068,27.03,0.866,243.428,78.651,33.5,87.01,87.38,96.06,89.64,63.66,48.27,55.96,1,1,0.121,0.053,0.694,35,89,66,35,51.13,69.42,1,1
2,23,O2,Spain,Ireland,1,1.33,1.12,0.86,0.66,0.54,.,5,4.951,2.503,6.614,0.069,1.4788,1.032,0.137,7.3669,6.12,203.35,0.03,2,5,0,30,35,1,257.426,5.213,3.835,31.39,0.857,55.236,59.146,33.6,95.71,76.26,87.36,86.23,65.53,42.67,54.1,1,1,0.121,0.031,0.155,28,70,68,35,24.43,64.96,1,1
2,23,O2,Spain,Czech Republic,1,1.12,1,0.84,0.71,0.62,0.38,4,20.514,2.312,3.634,1.439,1.8737,0.662,.,6.709,6.12,203.35,0.03,2,5,0,30,35,1,257.426,4.401,10.241,8.82,0.821,132.717,73.988,27.5,85.09,79.89,84.7,83.06,53.11,41.49,47.3,1,1,0.322,0.323,0.659,57,58,57,74,70.03,29.46,1,1
2,23,O2,Spain,Germany,1,1.24,1.02,0.94,0.84,0.75,0.57,4.25,11.92,0.245,0.452,0.86,1.5854,4.724,2.765,7.2793,6.12,203.35,0.03,2,5,0,30,35,1,257.426,3.448,83.548,29.05,0.86,235.597,73.067,28.5,83.28,84.73,89.05,85.41,59.04,50.74,54.89,1,1,0.168,0.164,0.657,35,67,66,65,82.87,40.4,1,1
2,23,O2,Spain,Slovakia,1,0.49,0.36,0.32,.,.,.,11,10.369,5.094,5.306,5.315,2.0936,1.362,0.672,6.7337,6.12,203.35,0.03,2,5,0,30,35,1,257.426,5.062,5.388,11.84,0.763,112.032,56.233,29.33,88.05,82.18,80.78,83.88,48.27,29.83,39.05,1,1,0.254,0.255,0.566,104,52,110,51,76.57,28.35,1,1
2,23,O2,Spain,United Kingdom,1,0.96,.,.,.,.,.,3.8,6.089,0.15,0.864,1.955,1.5658,1.718,0.998,15.9958,6.12,203.35,0.03,2,5,0,30,35,1,257.426,2.249,61.884,32.18,0.895,257.414,81.031,34.67,85.47,87.58,94.95,88.87,63.66,48.27,55.96,1,1,0.121,0.053,0.694,35,89,66,35,51.13,69.42,0,1
2,23,O2,Spain,Czech Republic,1,1.58,1.19,.,.,.,.,2.8,20.514,1.399,2.677,8.959,1.8737,0.47,.,.,6.12,203.35,0.03,2,5,0,30,35,1,257.426,3.475,10.52,23.07,0.859,135.197,73.324,26.2,84.31,82.17,86.4,84.1,53.11,41.49,47.3,1,1,0.322,0.323,0.659,57,58,57,74,70.03,29.46,0,1
2,23,O2,Spain,Germany,1,2.22,2.28,1.83,.,.,.,2.3,11.92,2.127,0.686,4.364,1.5854,1.172,3.312,9.4411,6.12,203.35,0.03,2,5,0,30,35,1,257.426,2.829,83.1,31.31,0.907,234.94,74.093,31.2,78.65,85.6,91.87,84.86,59.04,50.74,54.89,1,1,0.168,0.164,0.657,35,67,66,65,82.87,40.4,0,1
2,23,O2,Spain,Slovakia,1,2.02,1.25,.,.,.,.,2.8,10.369,3.939,5.085,.,2.0936,0.799,1.414,10.9749,6.12,203.35,0.03,2,5,0,30,35,1,257.426,4.225,5.429,17.29,0.822,112.007,54.96,26.02,84.04,83.92,83.95,83.97,48.27,29.83,39.05,1,1,0.254,0.255,0.566,104,52,110,51,76.57,28.35,0,1
2,23,O2,Spain,Slovakia,1,2.02,1.25,.,.,.,.,2.8,10.369,3.939,5.085,.,2.0936,0.799,1.414,10.9749,6.12,203.35,0.03,2,5,0,30,35,1,257.426,4.225,5.429,17.29,0.822,112.007,54.96,26.02,84.04,83.92,83.95,83.97,48.27,29.83,39.05,1,1,0.254,0.255,0.566,104,52,110,51,76.57,28.35,0,1
1,24,Ooredoo,Qatar,Kuwait,1,1.24,1.03,0.87,0.76,0.7,0.37,4.75,4.337,1.49,2.468,0.204,0.7022,.,0.186,1.2565,.,.,.,.,.,.,.,.,.,.,5.899,1.943,36.15,0.786,115.081,98.113,39.73,59.96,81.92,55.86,66.94,42.44,30.85,36.64,4,5,0.66,0.344,0.675,80,38,53,68,23,34,1,1
1,24,Ooredoo,Qatar,Myanmar,3,.,.,.,.,.,.,14.01,14.726,15.299,.,.,.,.,0.015,.,.,.,.,.,.,.,.,.,.,.,10,48.674,1.94,0.427,70.532,26.968,38.1,48.7,12.57,36,31.86,23.03,16.25,19.6,6,5,0.506,0.507,0.197,.,.,.,.,.,.,1,1
1,24,Ooredoo,Qatar,Qatar,1,1.15,0.99,0.86,0.72,0.67,.,5.75,0,0,0,0,0,0,0,0,.,.,.,.,.,.,.,.,.,.,10,0.603,61.39,0.809,51.014,96.311,41.1,79.17,65.9,62.45,69.66,51.71,43.77,47.74,6,5,0.746,0.48,0.095,80,38,53,68,23,34,1,1
5,24,Ooredoo,Qatar,Algeria,2,0.53,.,.,.,.,.,13.26,7.743,20.777,12.838,.,4.7738,.,0.009,4.6181,.,.,.,.,.,.,.,.,.,.,10,31.935,5.28,0.644,13.093,59.919,34,39.72,30.26,60.32,41.91,31.65,16.74,24.2,6,5,0.787,0.787,0.628,48,18,20,60,15,83,1,1
1,24,Ooredoo,Qatar,Oman,1,1.5,1.11,0.83,0.81,0.74,.,7.25,7.363,16.179,8.653,0.487,0.7724,.,0.006,1.1046,.,.,.,.,.,.,.,.,.,.,10,2.216,23.75,0.705,7.328,71.569,39.73,76.05,58.81,43.36,60.67,46.23,24.79,35.51,6,5,0.437,0.357,0.432,80,38,53,68,23,34,1,1
1,24,Ooredoo,Qatar,Kuwait,1,0.52,.,.,.,.,.,3.8,4.337,5.024,3.724,1.38,0.7022,.,0.016,2.9416,.,.,.,.,.,.,.,.,.,.,3.877,2.921,42.07,0.79,158.19,98.248,39.73,68.36,81.87,59.79,70.99,42.44,30.85,36.64,4,5,0.66,0.344,0.675,80,38,53,68,23,34,0,1
1,24,Ooredoo,Qatar,Qatar,1,1.08,0.86,.,.,.,.,3.55,0,0,0,0,0,0,0,0,.,.,.,.,.,.,.,.,.,.,7.549,1.657,88.29,0.825,137.018,98.47,41.1,80.42,65.42,71.27,72.36,51.71,43.77,47.74,6,5,0.746,0.48,0.095,80,38,53,68,23,34,0,1
1,24,Ooredoo,Qatar,Oman,1,1.15,0.91,.,.,.,.,3.3,7.363,11.916,8.629,1.381,0.7724,.,0,19.664,.,.,.,.,.,.,.,.,.,.,5.02,2.733,24.7,0.797,9.315,74.624,39.73,76.05,58.81,43.36,60.67,46.23,24.79,35.51,6,5,0.437,0.357,0.432,80,38,53,68,23,34,0,1
2,25,Orange,France,Austria,1,1.34,1.28,0.96,0.85,0.69,.,3.5,15.887,0.947,0.465,4.809,0.8777,2.496,0.008,5.8796,18.35,120.12,0.15,2,27,0,13.2,30,0,164.651,3.654,8.035,31.57,0.837,97.016,65.8,29.87,87.03,90.25,96.58,90.85,59.28,42.21,50.75,1,1,0.107,0.152,0.415,11,55,79,70,60.45,62.72,1,1
2,25,Orange,France,United Kingdom,1,1.31,1.14,1.05,0.99,.,.,4.25,9.48,0.488,0.06,1.177,0.9351,2.601,2.024,6.9588,18.35,120.12,0.15,2,27,0,13.2,30,0,164.651,2.529,59.068,27.03,0.866,243.428,78.651,33.5,87.01,87.38,96.06,89.64,63.66,48.27,55.96,1,1,0.121,0.053,0.694,35,89,66,35,51.13,69.42,1,1
5,25,Orange,France,Madagascar,4,0.76,0.58,0.47,0.4,0.37,.,9.25,9.252,8.267,6.911,.,8.6339,1.946,4.113,4.3376,18.35,120.12,0.15,2,27,0,13.2,30,0,164.651,4.96,15.99,0.97,0.387,27.112,27.121,40.63,43.99,20.66,65.32,41.26,31.2,19.63,25.41,5,4,0.879,0.02,0.519,77,20,46,54,9,78,1,1
5,25,Orange,France,Kenya,3,0.59,0.46,0.43,.,.,.,11,13.613,11.22,6.33,2.57,6.1162,1.592,4.019,5.5241,18.35,120.12,0.15,2,27,0,13.2,30,0,164.651,5.259,31.706,1.94,0.447,55.26,19.892,48.1,40.4,25.63,83.2,46.75,39.24,19.05,29.15,4,4,0.859,0.886,0.777,77,20,46,54,9,78,1,1
5,25,Orange,France,Guinea,4,1.61,1.35,1.12,.,.,.,11.25,9.051,10.228,6.608,.,4.0593,2.791,4.142,4.6951,18.35,120.12,0.15,2,27,0,13.2,30,0,164.651,5.302,8.821,3.24,0.322,35.848,31.017,39.17,21.75,72.17,41.84,39.29,25.14,15.35,20.25,3,5,0.739,0.773,0.265,77,20,46,54,9,78,1,1
4,25,Orange,France,Dominican Republic,2,0.9,0.75,0.64,0.66,0.6,.,9.5,9.23,7.913,6.222,.,7.1852,3.089,4.124,4.9528,18.35,120.12,0.15,2,27,0,13.2,30,0,164.651,4.578,8.731,7.56,0.656,177.243,61.746,50,52.94,49.55,67.67,55.75,34.6,27.27,30.94,2,2,0.429,0.04,0.312,.,.,.,.,13.1,54.24,1,1
2,25,Orange,France,Netherlands,1,.,.,.,.,.,.,5.75,4.509,1.827,2.419,1.262,0.773,4.997,1.16,0.024,18.35,120.12,0.15,2,27,0,13.2,30,0,164.651,3.158,15.905,31.93,0.878,471.727,76.795,30.74,94.12,88.43,91.17,91.2,60.42,52.2,56.31,1,1,0.105,0.514,0.722,38,80,14,53,67,68.3,1,1
2,25,Orange,France,Slovakia,1,0.75,0.78,0.78,0.64,0.54,.,5.5,17.882,7.025,8.282,7.688,1.3501,1.207,1.745,2.8774,18.35,120.12,0.15,2,27,0,13.2,30,0,164.651,5.062,5.388,11.84,0.763,112.032,56.233,29.33,88.05,82.18,80.78,83.88,48.27,29.83,39.05,1,1,0.254,0.255,0.566,104,52,110,51,76.57,28.35,1,1
2,25,Orange,France,Poland,1,3.18,2.05,1.51,1.21,1.02,.,5.5,8.289,5.47,4.225,2.326,1.4692,0.301,2.132,2.96,18.35,120.12,0.15,2,27,0,13.2,30,0,164.651,3.578,38.333,10.83,0.784,124.91,61.716,34.49,67.24,77.44,92.62,78.01,46.29,29.74,38.02,1,1,0.118,0.047,0.171,68,60,64,93,37.78,29.24,1,1
5,25,Orange,France,Egypt,3,1.48,1.04,0.84,0.73,0.64,.,8.25,8.399,8.155,5.949,1.756,3.2489,2.247,3.782,6.7662,18.35,120.12,0.15,2,27,0,13.2,30,0,164.651,5.055,66.67,4.69,0.612,70.226,42.797,31.1,46.9,46.13,93.23,59.39,35.08,23.34,29.21,6,5,0.184,0.024,0.198,80,38,53,68,6.8,4.24,1,1
5,25,Orange,France,Senegal,4,0.96,0.75,0.69,0.64,.,.,10.5,9.569,8.229,6.634,.,3.8654,1.226,4.017,4.3726,18.35,120.12,0.15,2,27,0,13.2,30,0,164.651,5.599,9.99,1.73,0.381,51.338,40.345,40.29,47.05,34.16,87.18,53.35,30.73,24.38,27.56,2,3,0.694,0.708,0.15,77,20,46,54,9,78,1,1
5,25,Orange,France,Ivory Coast,3,1.07,1.08,0.81,.,.,.,11.75,9.05,16.98,8.067,2.881,4.2834,2.202,4.093,4.985,18.35,120.12,0.15,2,27,0,13.2,30,0,164.651,4.942,16.276,2.76,0.395,52.473,43.541,41,38,32.84,66.23,43.88,28.01,26.04,27.02,5,4,0.82,0.784,0.755,.,.,.,.,.,.,1,1
2,25,Orange,France,Spain,1,1.3,1.56,1.4,1.19,1,0.54,4.25,3.385,0.714,0.492,0.59,0.827,0.848,0.661,7.366,18.35,120.12,0.15,2,27,0,13.2,30,0,164.651,4.212,40.52,24.95,0.825,81.298,76.262,33.38,80.62,83.4,91.44,84.63,52.43,35.19,43.81,1,1,0.417,0.413,0.451,57,51,42,86,47.61,43.53,1,1
5,25,Orange,France,Cameroon,3,.,.,.,.,.,.,14.5,36.37,9.704,7.155,.,4.5563,2.828,4.066,5.5256,18.35,120.12,0.15,2,27,0,13.2,30,0,164.651,5.533,16.139,2.45,0.437,32.312,45.542,42.2,31.05,24.6,63.77,37.69,30.59,24.46,27.52,6,6,0.875,0.687,0.664,.,.,.,.,.,.,1,1
2,25,Orange,France,France,1,1.92,1.33,1.11,0.95,0.82,0.39,4.25,0,0,0,0,0,0,0,0,18.35,120.12,0.15,2,27,0,13.2,30,0,164.651,3.789,59.407,27.31,0.849,111.242,75.871,30.6,82.01,84.36,96.14,86.78,55.61,42.9,49.25,1,1,0.103,0.122,0.403,68,71,43,86,63.48,47.77,1,1
5,25,Orange,France,Mali,4,0.66,0.56,0.52,0.5,0.45,.,9.75,9.455,11.483,6.736,.,3.2761,1.404,.,4.6605,18.35,120.12,0.15,2,27,0,13.2,30,0,164.651,6.224,10.412,1.11,0.297,8.989,28.356,39.9,45.33,22.38,75.33,45.13,29.85,22.85,26.35,5,4,0.691,0.839,0.182,77,20,46,54,20.15,42.63,1,1
5,25,Orange,France,Guinea-Bissau,4,.,.,.,.,.,.,14.75,16.398,11.004,7.657,.,4.1116,3.173,.,4.837,18.35,120.12,0.15,2,27,0,13.2,30,0,164.651,0.00495,1.288,1,0.388,44.212,36.654,45.61,33.44,21.05,37.56,30,25.14,15.35,20.25,4,4,0.757,0.773,0.34,.,.,.,.,.,.,1,1
2,25,Orange,France,Moldova,3,0.5,0.42,0.36,0.31,0.28,.,8.25,18.68,12.125,10.932,.,2.0618,1.763,3.693,17.6303,18.35,120.12,0.15,2,27,0,13.2,30,0,164.651,4.698,4.074,2.42,0.597,126.74,45.803,35.4,65.82,54.04,64.58,61.13,38.4,38.92,38.66,3,3,0.554,0.553,0.56,.,.,.,.,71.03,19.2,1,1
5,25,Orange,France,Niger,4,0.89,0.75,0.69,.,.,.,11.25,8.848,15.395,6.319,.,3.3863,1.407,.,4.4206,18.35,120.12,0.15,2,27,0,13.2,30,0,164.651,0.01,11.193,0.81,0.255,8.963,16.186,31.45,43.46,23.34,69.92,43.32,31.44,11.38,21.41,3,4,0.652,0.652,0.201,77,20,46,54,9,78,1,1
2,25,Orange,France,Romania,2,1.06,1.01,0.78,0.65,0.58,.,5.75,.,5.34,6.28,38.862,1.7725,1.349,3.441,6.1847,18.35,120.12,0.15,2,27,0,13.2,30,0,164.651,4.775,22.349,6.15,0.708,97.701,53.004,30.04,59.68,53.14,88.59,65.24,41.8,31.86,36.83,2,2,0.307,0.172,0.237,90,30,42,90,51.89,19.87,1,1
1,25,Orange,France,Jordan,2,1.66,0.94,0.68,0.54,0.42,.,9.5,5.829,10.196,9.367,1.138,3.364,1.678,3.317,4.0447,18.35,120.12,0.15,2,27,0,13.2,30,0,164.651,6.8,4.801,4.33,0.706,57.832,79.808,36.2,63.85,58.1,80.89,66.42,40.29,32.13,36.21,4,4,0.299,0.295,0.604,80,38,53,68,.,.,1,1
2,25,Orange,France,Luxembourg,1,0.47,0.01,0.08,0.11,0.08,0.08,3.75,2.755,1.001,23.916,6.603,0.5205,0.449,6.9,0.3206,18.35,120.12,0.15,2,27,0,13.2,30,0,164.651,5.138,0.438,63.39,0.854,168.456,84.216,30.25,99,80.79,59.08,81.27,63.93,41.37,52.65,1,1,0.53,0.644,0.091,40,60,50,70,63.98,56.03,1,1
5,25,Orange,France,Central African Republic,4,1.13,0.9,.,.,.,.,12.5,10.666,17.24,6.392,.,4.7097,.,.,5.6254,18.35,120.12,0.15,2,27,0,13.2,30,0,164.651,5.588,3.671,0.31,0.314,6.027,37.639,48,27.79,14.69,38.42,25.88,30.63,14.23,22.43,7,7,0.83,0.833,0.792,.,.,.,.,.,.,1,1
2,25,Orange,France,Belgium,1,0.83,0.76,0.68,0.61,0.57,.,6.25,3.649,0.365,3.847,0.301,0.558,1.514,0.03,0.0152,18.35,120.12,0.15,2,27,0,13.2,30,0,164.651,4.509,10.285,29.69,0.873,338.549,97.128,30.5,93.26,88.99,93.51,91.75,58.44,39.66,49.05,1,1,0.555,0.541,0.213,65,75,54,94,81.86,56.7,1,1
5,25,Orange,France,Botswana,2,0.82,0.69,0.57,0.48,0.42,.,9,13.564,24.42,7.57,2.819,7.8899,1.671,.,3.8653,18.35,120.12,0.15,2,27,0,13.2,30,0,164.651,6.093,1.769,7.22,0.56,3.05,53.219,60.46,64.49,40.6,55.79,53.27,42.1,20.65,30.51,3,2,0.41,0.411,0.599,.,.,.,.,.,.,1,1
5,25,Orange,France,Liberia,4,0.92,0.77,0.68,.,.,.,11.75,7.345,11.16,7.147,.,4.5347,.,4.139,5.622,18.35,120.12,0.15,2,27,0,13.2,30,0,164.651,0.01,2.945,0.49,0.386,29.947,44.331,33.2,97.32,20.02,43.02,29.85,22.43,30.63,14.23,3,4,0.908,0.904,0.488,77,20,46,54,9,78,1,1
5,25,Orange,France,Mauritius,2,0.94,0.79,0.69,0.63,0.59,.,5.75,9.307,13.273,8.537,2.235,9.2573,1.514,3.955,4.7715,18.35,120.12,0.15,2,27,0,13.2,30,0,164.651,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1
4,25,Orange,France,Dominican Republic,2,1.59,.,.,.,.,.,4.05,9.23,5.97,4.334,.,7.1852,8.384,3.196,16.275,18.35,120.12,0.15,2,27,0,13.2,30,0,164.651,4.205,9.951,9.67,0.697,202.189,72.541,48.9,55.56,53.05,56.88,55,34.6,27.27,30.94,2,2,0.429,0.04,0.312,.,.,.,.,13.1,54.24,0,1
2,25,Orange,France,Slovakia,1,.,.,.,.,.,.,4.8,17.882,1.802,3.406,1.567,0.9892,0.187,1.344,4.8783,18.35,120.12,0.15,2,27,0,13.2,30,0,164.651,4.225,5.429,17.29,0.822,112.007,54.96,26.02,84.04,83.92,83.95,83.97,48.27,29.83,39.05,1,1,0.254,0.255,0.566,104,52,110,51,76.57,28.35,0,1
2,25,Orange,France,Poland,1,1.61,.,.,.,.,.,3.8,8.289,4.68,3.598,1.276,1.4692,0.416,1.19,5.0057,18.35,120.12,0.15,2,27,0,13.2,30,0,164.651,2.886,38.196,14.49,0.822,124.564,61.004,33.58,72.31,78.05,94.16,80.45,46.29,29.74,38.02,1,1,0.118,0.047,0.171,68,60,64,93,37.78,29.24,0,1
2,25,Orange,France,Spain,1,0.92,.,.,.,.,.,3.8,3.385,0.545,0.363,4.8,0.827,0.339,0.634,9.4801,18.35,120.12,0.15,2,27,0,13.2,30,0,164.651,3.319,45.968,31.45,0.86,92.975,78.21,35.39,77.1,83.44,96.2,84.71,52.43,35.19,43.81,1,1,0.417,0.413,0.451,57,51,42,86,47.61,43.53,0,1
