GeoR,Operators,Domicile,Country,EconR,EntryTimes,dev_operator,Admin,Demographics,Geographic,HHI,Pop_mill,GDPcap,HDI,PopDen,Urbanization,GINI,EconGlob,SocialGlob,PoliticalGlob,OverallGlob,GIIInput,GIIOutput,GIIOverall,PR,CL,EthnicFrac,LinguisticFrac,ReligiousFrac,G3
2,Telekom Austria,Austria,Croatia,1,2.3,1,32.791,0.43,0.2932,4.168,4.344,9.67,0.803,79.147,57.287,32.6,71.82,71.2,85.52,75.37,45,30.96,37.98,2,2,0.369,0.076,0.445,0
2,Telekom Austria,Austria,Macedonia,2,4.8,1,27.232,3.491,0.9194,4.903,2.101,6.95,0.503,82.042,57.047,44.05,59.31,63.2,48.23,57.69,40.37,26.57,33.47,3,3,0.502,0.502,0.59,0
2,Telekom Slovenije,Slovenia,Sweden,1,1.29,1,44.953,1.447,1.7683,3.218,9.346,32.96,0.895,22.661,84.902,26.61,86.16,86.04,95.12,88.58,64.85,59.4,62.12,1,1,0.06,0.197,0.234,0
2,Telekom Slovenije,Slovenia,Macedonia,2,4.8,1,3.946,3.202,0.7469,4.903,2.101,6.95,0.503,82.042,57.047,44.05,59.31,63.2,48.23,57.69,40.37,26.57,33.47,3,3,0.502,0.502,0.59,0
1,Telekom Slovenije,Slovenia,Thailand,2,4.55,1,26.981,7.057,8.4555,3.38,66.34,9.41,0.711,130.912,42.744,39.75,67.54,50.54,79.25,64.49,43.33,31.93,37.63,6,5,0.634,0.634,0.099,0
2,Telenor,Norway,Bulgaria,2,6.05,1,53.932,4.603,2.3337,4.07,7.418,9.76,0.77,68.574,71.963,33.8,72.89,58.98,84.99,71.09,44.2,32.64,38.42,2,2,0.402,0.303,0.597,0
2,Telenor,Norway,Hungary,1,2.8,1,43.324,3.625,1.7859,3.592,10.023,17.19,0.817,110.711,68.366,27,89,81.72,91.47,86.99,51.04,45.2,48.12,1,2,0.152,0.03,0.524,0
2,Telia,Sweden,Sweden,1,0.05,1,0,0,0,3.218,9.346,32.96,0.895,22.661,84.902,26.61,86.16,86.04,95.12,88.58,64.85,59.4,62.12,1,1,0.06,0.197,0.234,0
2,Telia,Sweden,Estonia,1,1.29,1,26.977,2.013,0.6881,3.591,1.301,18.88,0.833,31.482,68.223,31.4,86.8,73.23,72.15,77.75,54.86,43.5,49.18,1,1,0.506,0.494,0.499,0
5,Tigo (Millicom),Luxembourg,Rwanda,4,5.3,1,17.851,6.401,6.1972,6.305,10.683,1.14,0.454,404.436,22.988,51.34,31.31,24.02,67.15,38.5,34.73,17,25.86,6,6,0.324,0,0.507,0
4,Tigo (Millicom),Luxembourg,Honduras,3,5.05,1,7.104,5.147,8.9397,4.888,7.546,3.69,0.606,71.812,51.07,51.56,65.44,44.58,69.24,58.79,33.08,22.53,27.81,4,4,0.187,0.055,0.236,0
4,Tigo (Millicom),Luxembourg,Colombia,2,4.05,1,7.298,3.451,8.83,5.267,46.124,11.13,0.695,40.934,74.749,55.9,49.64,46.88,79.63,56.89,38.72,25.92,32.32,3,4,0.601,0.019,0.148,0
4,Tigo (Millicom),Luxembourg,Bolivia,3,4.8,1,6.732,4.605,10.1707,3.444,10.075,3.78,0.643,9.008,65.991,49.7,55.95,34.24,76.98,53.73,30.37,20.51,25.44,3,3,0.74,0.224,0.209,0
4,Tigo (Millicom),Luxembourg,Guatemala,3,5.55,1,6.496,6.632,9.1599,3.799,14.165,6.09,0.602,133.597,48.884,54.9,58.49,43.48,81.94,59.41,33.18,25.49,29.33,4,4,0.512,0.459,0.375,0
5,Tigo (Millicom),Luxembourg,Chad,4,4.8,1,3.498,13.227,4.0399,4.885,11.546,3.34,0.36,9.135,21.934,42.5,38.99,19.75,61.32,38.04,30.63,14.23,22.43,7,6,0.83,0.833,0.792,0
5,Tigo (Millicom),Luxembourg,Tanzania,4,5.55,1,21.264,7.615,6.8032,2.987,44.307,0.92,0.488,50.422,27.439,40.28,40.06,18.99,56.63,36.85,30.45,31.93,26.88,4,3,0.735,0.898,0.633,0
5,Vodacom,South Africa,South Africa,2,3.05,0,0,0,0,4.145,51.171,10.48,0.63,41.428,61.687,63.01,65.17,46.41,85.66,63.89,46.37,24.07,35.22,2,2,0.752,0.865,0.86,0
5,Vodacom,South Africa,Lesotho,3,5.05,0,0.579,2.108,0.4406,7.697,1.999,2.33,0.464,66.509,24.259,54.18,57.97,27.83,34.94,40.49,34.84,16.54,25.69,3,3,0.255,0.254,0.721,0
2,Vodafone,United Kingdom,United Kingdom,1,3.8,1,0,0,0,2.249,61.884,32.18,0.895,257.414,81.031,34.67,85.47,87.58,94.95,88.87,63.66,48.27,55.96,1,1,0.121,0.053,0.694,0
2,Vodafone,United Kingdom,Ireland,1,4.05,1,2.804,2.453,0.4125,3.23,4.439,41.62,0.907,65.835,61.569,32.7,93.98,92.4,90.16,92.34,65.53,42.67,54.1,1,1,0.121,0.031,0.155,0
2,Vodafone,United Kingdom,Italy,1,3.3,1,10.175,0.781,1.6507,2.894,60.365,28.82,0.869,200.909,68.209,33.5,73.18,78.99,98.41,82.28,47.88,33.49,40.69,1,1,0.115,0.115,0.303,0
1,Vodafone,United Kingdom,India,3,6.3,1,7.863,9.695,7.5188,1.533,1197.881,3.83,0.569,408.407,30.587,35.15,42.23,29.66,90.67,50.94,36.47,32.56,34.52,2,3,0.418,0.807,0.326,0
2,Vodafone,United Kingdom,Netherlands,1,3.8,1,6.763,0.44,0.5422,3.841,16.588,34.39,0.906,490.08,86.242,28.38,91.9,89.43,93.23,91.35,60.42,52.2,56.31,1,1,0.105,0.514,0.722,0
2,Vodafone,United Kingdom,Czech Republic,1,4.05,1,25.11,2.104,1.2883,3.475,10.52,23.07,0.859,135.197,73.324,26.2,84.31,82.17,86.4,84.1,53.11,41.49,47.3,1,1,0.322,0.323,0.659,0
2,Vodafone,United Kingdom,Germany,1,1.05,1,13.348,1.683,0.8158,2.829,83.1,31.31,0.907,234.94,74.093,31.2,78.65,85.6,91.87,84.86,59.04,50.74,54.89,1,1,0.168,0.164,0.657,0
3,Vodafone,United Kingdom,Fiji,2,4.05,1,6.701,7.996,16.0231,7.352,0.857,5.82,0.706,46.632,51.44,42.78,47.59,50.1,66.56,53.75,36.96,18.87,27.92,6,4,0.548,0.548,0.568,0
2,Vodafone,United Kingdom,Spain,1,5.55,1,6.089,0.15,1.5658,3.319,45.968,31.45,0.86,92.975,78.21,35.39,77.1,83.44,96.2,84.71,52.43,35.19,43.81,1,1,0.417,0.413,0.451,0
1,Vodafone,United Kingdom,Cyprus,1,6.05,1,7.846,2.916,3.4354,4.023,1.097,5.59,0.853,118.839,67.695,32.1,88.62,92.06,78.61,87.13,52.38,40.52,46.45,1,1,0.094,0.396,0.396,0
5,Vodafone,United Kingdom,Uganda,4,6.05,1,1.169,9.227,6.6699,2.909,33.426,1.17,0.473,164.015,14.189,44.2,48.66,22.76,71.86,45.49,29.86,22.87,26.37,5,4,0.93,0.923,0.633,0
2,Vodafone,United Kingdom,Romania,2,3.05,1,22.954,3.434,2.1104,3.058,21.887,9.31,0.797,88.531,53.698,28.2,66.77,69.84,90.33,74.4,41.8,31.86,36.83,2,2,0.307,0.172,0.237,0
2,Vodafone,United Kingdom,Hungary,1,5.05,1,6.911,3.042,1.7321,3.592,10.023,17.19,0.817,110.711,68.366,27,89,81.72,91.47,86.99,51.04,45.2,48.12,1,2,0.152,0.03,0.524,0
2,Vodafone,United Kingdom,Greece,1,3.3,1,46.223,0.412,2.462,3.546,11.104,27.72,0.859,86.168,75.932,33.6,73.34,81.55,91.56,81.4,42.48,25.89,34.18,1,2,0.158,0.03,0.153,0
2,Vodafone,United Kingdom,Malta,1,4.05,1,15.303,1.242,2.3951,4.542,0.424,20.98,0.819,1288.991,94.486,27.4,93.41,77.18,52.58,76.16,55.27,56.98,56.13,1,1,0.041,0.091,0.122,0
3,Vodafone,United Kingdom,New Zealand,1,3.3,1,6.687,1.035,18.5617,4.655,4.346,25.4,0.899,16.34,86.148,31.7,82.41,74.16,81.32,79.06,60.97,46.61,53.79,1,1,0.397,0.166,0.811,0
2,Vodafone,United Kingdom,Portugal,1,2.3,1,5.808,0.836,1.6764,3.467,10.585,20.13,0.812,115.386,59.964,34.91,83.48,84.7,93.63,86.73,50.32,34.47,42.4,1,1,0.047,0.02,0.144,0
1,Vodafone,United Kingdom,Qatar,1,4.55,1,3.953,35.037,5.373,7.549,1.657,88.29,0.825,137.018,98.47,41.1,80.42,65.42,71.27,72.36,51.71,43.77,47.74,6,5,0.746,0.48,0.095,0
2,Vodafone,United Kingdom,Albania,2,5.8,1,19.908,5.973,2.1818,3.889,3.151,4.73,0.725,106.844,51.076,30,64.78,44.29,80.69,61.6,40.51,20.43,30.47,3,3,0.22,0.04,0.472,0
2,Vodafone,United Kingdom,Iceland,1,3.8,1,97.355,1.905,1.5129,3.767,0.316,38.16,0.894,3.177,93.511,28.7,75.08,71.11,72.32,72.85,62.48,47.72,55.1,1,1,0.08,0.082,0.191,0
3,Vodafone,United Kingdom,Australia,1,3.55,1,8.937,1.069,15.3109,3.409,22.221,36.31,0.927,2.824,88.59,35.63,76.97,84.75,90.01,83.44,62.81,36.89,49.85,1,1,0.093,0.335,0.821,0
2,WIND,Italy,Italy,1,4.05,1,0,0,0,2.894,60.365,28.82,0.869,200.909,68.209,33.5,73.18,78.99,98.41,82.28,47.88,33.49,40.69,1,1,0.115,0.115,0.303,0
2,WIND,Italy,Greece,1,5.3,1,38.694,0.232,0.8807,3.546,11.104,27.72,0.859,86.168,75.932,33.6,73.34,81.55,91.56,81.4,42.48,25.89,34.18,1,2,0.158,0.03,0.153,0
1,Zain,Bahrain,Jordan,2,5.3,1,14.449,10.644,1.5269,3.377,6.318,5.16,0.739,76.832,82.22,33.8,65.8,61.43,85.8,69.7,40.29,32.13,36.21,4,4,0.299,0.295,0.604,0
1,Zain,Bahrain,Kuwait,1,3.05,1,7.329,0.818,0.6126,3.877,2.921,42.07,0.79,158.19,98.248,39.73,68.36,81.87,59.79,70.99,42.44,30.85,36.64,4,5,0.66,0.344,0.675,0
1,Zain,Bahrain,Saudi Arabia,1,1.79,1,6.154,9.458,0.5686,4.02,27.027,20.23,0.792,12.402,81.867,45,68.57,74.28,60.43,68.43,45.94,26.94,36.44,7,6,0.18,0.095,0.127,0
1,Zain,Bahrain,Bahrain,1,3.55,1,0,0,0,5.058,1.222,26.31,0.81,1559.249,88.5,39.73,87.55,65.76,45.71,67.97,52.73,22.87,37.8,5,5,0.502,0.434,0.553,0
